lot	product	step	tool	machine	start_time	end_time
1791	8	288	litho_be_110	890	0.0	165.0
1193	4	130	litho_fe_92	942	0.0	119.0
2079	9	141	epi_38	856	0.0	64.0
1473	6	109	lithotrack_fe_95	1063	0.0	164.0
86	1	381	we_be_81	1230	0.0	69.0
923	3	291	lithotrack_fe_95	1064	0.0	102.0
1861	8	149	epi_38	856	64.0	128.0
1905	8	66	litho_fe_111	920	0.0	186.0
431	10	113	litho_fe_111	921	0.0	120.0
53	1	412	lithotrack_fe_95	1065	0.0	114.0
1288	5	196	dielectric_be_27	738	0.0	2016.0
463	10	30	litho_fe_111	922	0.0	115.0
1955	9	370	tf_be_2	1131	0.0	3825.0
31	1	457	dielectric_be_21	732	0.0	2275.0
844	3	459	de_be_67	78	0.0	8420.0
2025	9	214	planar_fe_76	1119	0.0	3350.0
831	3	450	dielectric_be_27	739	0.0	2562.0
1941	8	13	lithomet_fe_19	1003	0.0	1686.0
1066	3	17	de_fe_1	92	0.0	8114.0
90	1	355	de_fe_72	183	0.0	9888.0
1399	6	266	dielectric_be_27	740	0.0	2888.0
304	10	307	tf_be_40	1166	0.0	3769.0
2011	9	277	lithotrack_fe_95	1066	0.0	194.0
804	3	508	dielectric_be_27	741	0.0	2886.0
2018	9	269	litho_fe_92	943	0.0	128.0
320	10	307	tf_be_40	1167	0.0	3769.0
971	3	224	de_fe_86	194	0.0	9459.0
613	2	267	de_fe_70	154	0.0	8900.0
486	2	497	dielectric_be_28	750	0.0	2751.0
746	2	29	de_fe_86	195	0.0	5060.0
1082	4	327	dielectric_be_27	742	0.0	2888.0
808	3	497	lithomet_be_18	992	0.0	1027.0
1957	9	362	lithotrack_fe_95	1067	0.0	164.0
1116	4	241	de_be_11	0	0.0	6892.0
743	2	38	de_fe_59	129	0.0	6506.0
1741	8	367	dielectric_be_28	751	0.0	2090.0
1480	6	110	de_fe_70	155	0.0	4298.0
1302	5	163	we_fe_85	1311	0.0	46.0
1442	6	167	lithotrack_fe_95	1068	0.0	194.0
953	3	243	epi_38	856	128.0	192.0
1360	5	54	planar_fe_77	1121	0.0	2586.0
560	2	381	de_be_50	40	0.0	5060.0
1396	6	267	dielectric_be_28	752	0.0	2751.0
1578	7	281	dielectric_be_27	743	0.0	2562.0
779	3	549	planar_be_75	1105	0.0	4013.0
1107	4	296	dielectric_be_21	733	0.0	2217.0
696	2	130	litho_fe_111	923	0.0	120.0
76	1	375	litho_fe_92	944	0.0	128.0
1764	8	339	tf_be_23	1135	0.0	4582.0
1602	7	239	de_be_12	9	0.0	10202.0
1195	4	124	de_fe_71	165	0.0	10247.0
1966	9	335	tf_be_40	1168	0.0	4196.0
824	3	455	lithotrack_fe_95	1069	0.0	87.0
783	3	575	dielectric_be_28	751	2090.0	4180.0
1094	4	318	litho_reg_be_63	972	0.0	1610.0
1932	8	37	litho_fe_111	924	0.0	166.0
1205	4	100	dielectric_fe_30	775	0.0	2005.0
1550	7	327	we_be_16	1219	0.0	63.0
1269	5	230	we_be_14	1214	0.0	44.0
1710	7	61	de_fe_86	196	0.0	9343.0
1534	6	32	de_fe_86	197	0.0	4934.0
1866	8	149	epi_38	856	192.0	256.0
1777	8	328	de_be_66	61	0.0	6930.0
