lot	product	step	tool	machine	start_time	end_time
1193	4	130	litho_fe_92	942	0.0	119.0
2079	9	141	epi_38	856	0.0	64.0
1474	6	137	litho_fe_92	943	0.0	198.0
86	1	381	we_be_81	1230	0.0	69.0
923	3	291	lithotrack_fe_95	1063	0.0	102.0
1861	8	149	epi_38	856	64.0	128.0
1905	8	66	litho_fe_111	920	0.0	186.0
431	10	113	litho_fe_111	921	0.0	120.0
53	1	412	lithotrack_fe_95	1064	0.0	114.0
463	10	30	litho_fe_111	922	0.0	115.0
1996	9	278	delay_32	327	0.0	7200.0
1954	9	363	litho_be_110	890	0.0	185.0
31	1	457	dielectric_be_21	732	0.0	2275.0
2026	9	199	litho_fe_111	923	0.0	186.0
831	3	450	dielectric_be_27	738	0.0	2562.0
1941	8	13	lithomet_fe_19	1003	0.0	1686.0
1721	7	32	litho_fe_92	944	0.0	133.0
1400	6	279	tf_be_2	1131	0.0	3825.0
304	10	307	tf_be_40	1166	0.0	3769.0
2010	9	262	dielectric_be_27	739	0.0	3561.0
804	3	508	dielectric_be_27	740	0.0	2886.0
2018	9	269	litho_fe_92	945	0.0	128.0
320	10	307	tf_be_40	1167	0.0	3769.0
970	3	200	implant_128	859	0.0	66.0
486	2	497	dielectric_be_28	750	0.0	2751.0
746	2	29	de_fe_86	194	0.0	5060.0
1082	4	327	dielectric_be_27	741	0.0	2888.0
808	3	497	lithomet_be_18	992	0.0	1027.0
1958	9	335	tf_be_40	1168	0.0	4196.0
1116	4	241	de_be_11	0	0.0	6892.0
743	2	38	de_fe_59	129	0.0	6506.0
1741	8	367	dielectric_be_28	751	0.0	2090.0
1479	6	113	litho_fe_111	924	0.0	154.0
1303	5	137	litho_fe_111	925	0.0	186.0
1442	6	167	lithotrack_fe_95	1065	0.0	194.0
953	3	243	epi_38	856	128.0	192.0
1152	4	195	we_fe_83	1288	0.0	53.0
1360	5	54	planar_fe_77	1121	0.0	2586.0
560	2	381	de_be_50	40	0.0	5060.0
1577	7	287	litho_be_93	913	0.0	108.0
779	3	549	planar_be_75	1105	0.0	4013.0
1107	4	296	dielectric_be_21	733	0.0	2217.0
696	2	130	litho_fe_111	926	0.0	120.0
76	1	375	litho_fe_92	946	0.0	128.0
1763	8	328	de_be_66	61	0.0	6930.0
1966	9	335	tf_be_40	1169	0.0	4196.0
824	3	455	lithotrack_fe_95	1066	0.0	87.0
783	3	575	dielectric_be_28	752	0.0	2090.0
1094	4	318	litho_reg_be_63	972	0.0	1610.0
1205	4	100	dielectric_fe_30	775	0.0	2005.0
1269	5	230	we_be_14	1214	0.0	44.0
1534	6	32	de_fe_86	195	0.0	4934.0
1867	8	149	epi_38	856	192.0	256.0
1635	7	183	we_fe_84	1294	0.0	41.0
1776	8	290	litho_reg_be_63	973	0.0	1362.0
1531	6	32	de_fe_86	196	0.0	4934.0
1120	4	265	litho_be_110	891	0.0	117.0
526	2	432	dielectric_be_27	742	0.0	2016.0
