lot	product	step	tool	machine	start_time	end_time
1520	6	44	planar_fe_77	1121	0.0	2586.0
824	3	455	lithotrack_fe_95	1063	0.0	87.0
1577	7	287	litho_be_93	913	0.0	108.0
25	1	457	dielectric_be_21	732	0.0	2275.0
44	1	415	litho_reg_be_63	972	0.0	1593.0
436	10	104	litho_fe_111	920	0.0	190.0
1352	5	54	planar_fe_77	1122	0.0	2586.0
530	2	432	dielectric_be_27	738	0.0	2016.0
934	3	291	lithotrack_fe_95	1064	0.0	102.0
825	3	486	dielectric_be_27	739	0.0	2016.0
19	1	504	lithotrack_fe_95	1065	0.0	158.0
629	2	269	we_fe_108	1247	0.0	66.0
1258	5	234	dielectric_be_28	750	0.0	2090.0
850	3	438	litho_be_99	917	0.0	141.0
414	10	146	implant_91	883	0.0	47.0
296	10	375	dielectric_be_28	751	0.0	2751.0
276	10	379	lithotrack_fe_95	1066	0.0	164.0
883	3	377	dielectric_be_27	740	0.0	3561.0
2087	9	141	epi_38	856	0.0	64.0
1151	4	208	lithotrack_fe_95	1067	0.0	108.0
1525	6	51	implant_91	884	0.0	74.0
2012	9	262	dielectric_be_27	741	0.0	3561.0
1095	4	312	dielectric_be_21	733	0.0	2152.0
355	10	214	planar_fe_76	1119	0.0	3350.0
1860	8	149	epi_38	856	64.0	128.0
1511	6	56	litho_reg_fe_64	980	0.0	1516.0
1920	8	44	litho_fe_92	942	0.0	183.0
544	2	386	lithotrack_be_117	1017	0.0	171.0
1696	7	103	litho_fe_111	921	0.0	186.0
192	1	148	litho_fe_35	940	0.0	121.0
163	1	226	epi_38	856	128.0	192.0
22	1	478	litho_be_110	890	0.0	172.0
787	3	518	litho_be_110	891	0.0	158.0
437	10	94	lithomet_fe_19	1003	0.0	1090.0
555	2	377	lithotrack_fe_95	1068	0.0	114.0
1261	5	205	lithotrack_fe_95	1069	0.0	191.0
1722	7	32	litho_fe_92	943	0.0	133.0
219	1	106	we_fe_8	1286	0.0	47.0
1449	6	167	lithotrack_fe_95	1070	0.0	194.0
588	2	326	dielectric_be_27	742	0.0	3561.0
237	1	77	we_fe_84	1294	0.0	67.0
1748	8	367	dielectric_be_28	752	0.0	2090.0
1319	5	120	we_fe_108	1248	0.0	58.0
589	2	332	we_be_82	1233	0.0	71.0
1962	9	347	litho_be_110	892	0.0	158.0
