lot	product	step	tool	machine	start_time	end_time
1222	4	45	de_fe_86	194	0.0	6302.0
10	1	478	litho_be_110	890	0.0	172.0
2006	9	262	dielectric_be_27	738	0.0	3561.0
1563	7	306	dielectric_be_27	739	0.0	3456.0
1786	8	288	litho_be_110	891	0.0	165.0
312	10	340	lithotrack_fe_95	1063	0.0	118.0
1134	4	208	lithotrack_fe_95	1064	0.0	108.0
315	10	309	dielectric_be_27	740	0.0	2562.0
1790	8	279	de_be_50	40	0.0	10386.0
768	3	541	litho_reg_be_63	972	0.0	1610.0
1664	7	153	de_fe_59	129	0.0	4164.0
1030	3	82	de_fe_86	195	0.0	8249.0
461	10	40	implant_132	870	0.0	79.0
75	1	356	de_fe_86	196	0.0	5234.0
2128	9	31	de_fe_86	197	0.0	8249.0
1375	5	14	de_fe_86	198	0.0	9343.0
953	3	243	epi_38	856	0.0	64.0
1323	5	110	litho_fe_111	920	0.0	186.0
767	3	577	litho_be_110	892	0.0	148.0
814	3	507	planar_be_75	1105	0.0	3081.0
1080	4	327	dielectric_be_27	741	0.0	2888.0
1643	7	153	de_fe_59	130	0.0	4164.0
699	2	130	litho_fe_111	921	0.0	120.0
115	1	299	delay_32	327	0.0	14400.0
1649	7	152	dielectric_fe_112	759	0.0	3013.0
844	3	459	de_be_67	78	0.0	8420.0
1581	7	254	tf_be_26	1153	0.0	4569.0
867	3	401	delay_32	328	0.0	10800.0
1328	5	110	litho_fe_111	922	0.0	186.0
13	1	494	litho_be_110	893	0.0	185.0
778	3	575	dielectric_be_28	750	0.0	2090.0
1787	8	275	lithotrack_fe_95	1065	0.0	184.0
1337	5	90	de_fe_59	131	0.0	9383.0
616	2	260	de_fe_70	154	0.0	4298.0
1774	8	321	dielectric_be_27	742	0.0	3277.0
1431	6	215	lithotrack_fe_95	1066	0.0	196.0
1098	4	295	dielectric_be_27	743	0.0	2886.0
579	2	355	de_be_11	0	0.0	4478.0
2034	9	199	litho_fe_111	923	0.0	186.0
1566	7	286	lithotrack_fe_95	1067	0.0	184.0
1058	3	26	de_fe_86	199	0.0	5060.0
237	1	77	we_fe_84	1294	0.0	67.0
1855	8	149	epi_38	856	64.0	128.0
1271	5	225	lithotrack_fe_95	1068	0.0	158.0
957	3	235	we_fe_108	1247	0.0	43.0
1333	5	100	litho_reg_fe_64	980	0.0	1680.0
447	10	51	delay_32	329	0.0	14400.0
1284	5	196	dielectric_be_27	744	0.0	2016.0
1859	8	149	epi_38	856	128.0	192.0
2073	9	141	epi_38	856	192.0	256.0
2074	9	141	epi_38	856	256.0	320.0
648	2	232	de_fe_59	132	0.0	4164.0
551	2	396	we_be_16	1219	0.0	66.0
359	10	210	delay_32	330	0.0	14400.0
1824	8	214	de_fe_86	200	0.0	9732.0
790	3	509	dielectric_be_21	732	0.0	2217.0
1708	7	71	litho_fe_111	924	0.0	166.0
1360	5	54	planar_fe_77	1121	0.0	2586.0
