lot	product	step	tool	machine	start_time	end_time
784	3	570	de_be_48	29	0.0	9763.0
665	2	172	de_fe_86	194	0.0	6257.0
20	1	443	lithotrack_fe_95	1063	0.0	87.0
1418	6	215	lithotrack_fe_95	1064	0.0	196.0
2049	9	185	implant_91	883	0.0	82.0
1484	6	120	de_fe_86	195	0.0	8529.0
1761	8	359	litho_be_110	890	0.0	146.0
1631	7	196	de_fe_86	196	0.0	10409.0
1613	7	222	dielectric_be_60	753	0.0	2368.0
549	2	398	tf_be_23	1135	0.0	5219.0
1954	9	363	litho_be_110	891	0.0	185.0
1979	9	317	lithotrack_fe_95	1065	0.0	184.0
908	3	308	de_fe_70	154	0.0	8900.0
1717	7	35	de_fe_71	165	0.0	9844.0
1851	8	179	de_fe_59	129	0.0	4164.0
785	3	529	dielectric_be_27	738	0.0	3277.0
1494	6	100	lithotrack_fe_95	1066	0.0	102.0
715	2	89	planar_fe_77	1121	0.0	2586.0
1435	6	197	de_be_67	78	0.0	8420.0
1059	3	26	de_fe_86	197	0.0	5060.0
670	2	186	litho_fe_111	920	0.0	176.0
1671	7	153	de_fe_59	130	0.0	4164.0
363	10	199	litho_fe_111	921	0.0	186.0
1223	4	49	delay_32	327	0.0	14400.0
10	1	478	litho_be_110	892	0.0	172.0
1375	5	14	de_fe_86	198	0.0	9343.0
968	3	241	delay_32	328	0.0	14400.0
437	10	94	lithomet_fe_19	1003	0.0	1090.0
296	10	375	dielectric_be_28	750	0.0	2751.0
1041	3	37	de_fe_59	131	0.0	6506.0
250	1	35	de_fe_71	166	0.0	9844.0
394	10	171	de_fe_59	132	0.0	4164.0
802	3	490	litho_be_110	893	0.0	172.0
255	1	29	we_fe_84	1294	0.0	68.0
650	2	226	we_fe_108	1247	0.0	51.0
1436	6	224	dielectric_be_27	739	0.0	2016.0
976	3	224	de_fe_86	199	0.0	9459.0
1985	9	331	de_be_11	0	0.0	4637.0
6	1	502	tf_be_26	1153	0.0	3812.0
1886	8	109	de_fe_86	200	0.0	6472.0
601	2	264	litho_fe_111	922	0.0	186.0
1384	6	267	dielectric_be_28	751	0.0	2751.0
1212	4	74	litho_fe_111	923	0.0	166.0
765	3	577	litho_be_110	894	0.0	148.0
1400	6	279	tf_be_2	1131	0.0	3825.0
896	3	332	de_fe_56	125	0.0	4320.0
374	10	190	de_fe_70	155	0.0	4035.0
952	3	243	epi_38	856	0.0	64.0
699	2	130	litho_fe_111	924	0.0	120.0
1391	6	279	tf_be_2	1132	0.0	3825.0
1518	6	56	litho_reg_fe_64	980	0.0	1516.0
677	2	149	litho_fe_111	925	0.0	186.0
153	1	242	lithotrack_fe_96	1103	0.0	109.0
1885	8	134	we_fe_84	1295	0.0	65.0
1840	8	192	tf_fe_104	1190	0.0	4084.0
1172	4	129	lithotrack_fe_115	1022	0.0	98.0
81	1	341	litho_fe_92	942	0.0	140.0
1424	6	225	dielectric_be_21	732	0.0	2574.0
1473	6	109	lithotrack_fe_95	1067	0.0	164.0
99	1	331	litho_fe_92	943	0.0	198.0
644	2	232	de_fe_59	133	0.0	4164.0
1232	4	21	de_fe_86	201	0.0	9767.0
1591	7	257	lithotrack_fe_95	1068	0.0	114.0
629	2	269	we_fe_108	1248	0.0	66.0
843	3	421	dielectric_be_20	727	0.0	3051.0
1853	8	149	epi_38	856	64.0	128.0
113	1	303	planar_fe_76	1119	0.0	3350.0
86	1	381	we_be_81	1230	0.0	69.0
1126	4	241	de_be_11	1	0.0	6892.0
222	1	119	defmet_fe_43	322	0.0	1670.0
1480	6	110	de_fe_70	156	0.0	4298.0
625	2	241	tf_fe_3	1204	0.0	4822.0
206	1	143	de_fe_86	202	0.0	8076.0
366	10	210	delay_32	329	0.0	14400.0
1413	6	224	dielectric_be_27	740	0.0	2016.0
1151	4	208	lithotrack_fe_95	1069	0.0	108.0
1156	4	213	lithotrack_fe_95	1070	0.0	194.0
858	3	390	lithomet_be_18	992	0.0	1265.0
1217	4	44	de_fe_54	122	0.0	5869.0
