lot	product	step	tool	machine	start_time	end_time
2166	4	40	de_fe_59	148	0.0	6506.0
564	3	350	litho_fe_92	1005	0.0	140.0
820	3	261	dielectric_fe_31	833	0.0	2183.0
17	3	576	we_be_82	1351	0.0	69.0
1280	3	71	litho_fe_98	1038	0.0	198.0
131	3	518	litho_be_110	947	0.0	158.0
664	3	305	litho_fe_111	981	0.0	186.0
1740	4	200	lithomet_fe_19	1078	0.0	1430.0
977	3	204	defmet_fe_10	365	0.0	312.0
1947	4	145	de_fe_86	227	0.0	7571.0
887	3	250	dielectric_fe_29	828	0.0	2792.0
1199	3	103	delay_32	378	0.0	7200.0
1067	3	158	litho_fe_111	982	0.0	186.0
869	3	251	implant_90	939	0.0	83.0
898	3	250	dielectric_fe_29	829	0.0	2792.0
36	3	559	de_be_48	40	0.0	7043.0
2084	4	80	litho_fe_111	983	0.0	101.0
62	3	555	lithotrack_fe_95	1152	0.0	164.0
1369	3	25	de_fe_51	114	0.0	4349.0
1977	4	125	we_fe_108	1368	0.0	63.0
1462	4	336	de_be_48	41	0.0	7043.0
1924	4	145	de_fe_86	228	0.0	7571.0
2012	4	100	dielectric_fe_30	831	0.0	2005.0
156	3	501	de_be_13	19	0.0	5292.0
1852	4	167	de_fe_70	177	0.0	8900.0
1638	4	264	lithotrack_fe_95	1153	0.0	196.0
1498	4	315	lithotrack_fe_95	1154	0.0	178.0
1539	4	308	tf_be_23	1241	0.0	4072.0
88	3	559	de_be_48	42	0.0	7043.0
1667	4	235	litho_be_99	978	0.0	141.0
1996	4	114	de_fe_86	229	0.0	9009.0
282	3	440	de_be_67	95	0.0	5206.0
2147	4	35	litho_fe_92	1006	0.0	133.0
1221	3	95	tf_fe_131	1315	0.0	4955.0
1438	4	322	we_be_16	1336	0.0	66.0
624	3	336	dielectric_fe_29	830	0.0	2802.0
809	3	266	de_fe_62	163	0.0	8700.0
576	3	342	lithotrack_fe_115	1101	0.0	112.0
876	3	256	dielectric_fe_31	834	0.0	2235.0
370	3	430	de_be_50	50	0.0	5060.0
870	3	252	de_fe_62	164	0.0	10126.0
2199	4	19	implant_128	917	0.0	68.0
539	3	354	de_fe_86	230	0.0	10409.0
517	3	201	de_fe_86	231	0.0	6472.0
1548	4	305	de_be_13	20	0.0	7050.0
1192	3	111	lithotrack_fe_115	1102	0.0	160.0
1637	4	258	we_be_82	1352	0.0	70.0
706	3	304	lithotrack_fe_115	1103	0.0	180.0
2168	4	38	de_fe_71	190	0.0	9844.0
44	3	580	de_be_69	105	0.0	3987.0
784	3	273	de_fe_59	149	0.0	4164.0
1767	4	177	dielectric_fe_130	824	0.0	3195.0
309	3	418	we_be_82	1353	0.0	36.0
786	3	279	defmet_fe_10	366	0.0	876.0
496	3	378	dielectric_be_60	810	0.0	2989.0
488	3	360	lithotrack_fe_115	1104	0.0	171.0
239	3	459	de_be_67	96	0.0	8420.0
1981	4	129	lithotrack_fe_115	1105	0.0	98.0
1393	3	17	de_fe_1	107	0.0	8114.0
2229	4	4	we_fe_84	1423	0.0	68.0
696	3	308	de_fe_70	178	0.0	8900.0
1353	3	37	de_fe_59	150	0.0	6506.0
1706	4	226	dielectric_be_20	778	0.0	3051.0
20	3	544	de_be_13	21	0.0	4719.0
1444	4	325	tf_be_40	1280	0.0	5189.0
308	3	430	de_be_50	51	0.0	5060.0
481	3	384	lithotrack_fe_95	1155	0.0	108.0
745	3	266	de_fe_62	165	0.0	8700.0
184	3	489	we_be_82	1354	0.0	52.0
433	3	393	de_be_50	52	0.0	4192.0
1407	3	9	we_fe_84	1424	0.0	54.0
1713	4	210	litho_fe_92	1007	0.0	199.0
260	3	439	delay_32	379	0.0	14400.0
643	3	336	dielectric_fe_29	828	2792.0	5594.0
1738	4	215	de_be_12	10	0.0	10202.0
1098	3	161	de_fe_51	115	0.0	7560.0
1804	4	184	lithotrack_fe_115	1106	0.0	192.0
26	3	580	de_be_69	106	0.0	3987.0
176	3	512	litho_be_110	948	0.0	156.0
1321	3	54	dielectric_fe_112	814	0.0	1999.0
360	3	430	de_be_50	53	0.0	5060.0
1243	3	91	we_fe_108	1369	0.0	52.0
949	3	207	de_fe_53	133	0.0	9853.0
883	3	252	de_fe_62	166	0.0	10126.0
1609	4	277	litho_be_110	949	0.0	172.0
1523	4	321	de_be_13	22	0.0	4719.0
319	3	438	litho_be_99	979	0.0	141.0
1121	3	143	lithomet_fe_19	1079	0.0	1509.0
2082	4	80	litho_fe_111	984	0.0	101.0
844	3	261	dielectric_fe_31	835	0.0	2183.0
893	3	225	implant_91	941	0.0	75.0
1184	3	112	litho_fe_92	1008	0.0	183.0
752	3	282	tf_fe_3	1321	0.0	4822.0
322	3	439	delay_32	380	0.0	14400.0
2068	4	81	lithomet_fe_19	1080	0.0	1637.0
1308	3	57	litho_fe_111	985	0.0	115.0
2144	4	49	delay_32	381	0.0	14400.0
454	3	379	dielectric_be_20	779	0.0	2018.0
2112	4	67	litho_fe_98	1039	0.0	198.0
143	3	536	de_be_66	76	0.0	6930.0
1734	4	217	we_be_17	1345	0.0	61.0
181	3	481	we_be_16	1337	0.0	46.0
269	3	455	lithotrack_fe_95	1156	0.0	87.0
522	3	373	dielectric_fe_130	825	0.0	2961.0
368	3	426	lithotrack_fe_95	1157	0.0	114.0
1655	4	210	litho_fe_92	1009	0.0	199.0
28	3	509	dielectric_be_21	783	0.0	2217.0
1239	3	88	we_fe_108	1370	0.0	70.0
358	3	409	delay_32	382	0.0	7200.0
551	3	348	lithotrack_fe_115	1107	0.0	99.0
1922	4	160	de_fe_70	179	0.0	4298.0
1066	3	125	litho_fe_92	1010	0.0	153.0
42	3	570	de_be_48	43	0.0	9763.0
2139	4	50	we_fe_8	1414	0.0	65.0
1762	4	202	de_fe_72	218	0.0	3777.0
332	3	433	we_be_82	1355	0.0	36.0
2145	4	47	lithomet_fe_19	1081	0.0	1240.0
428	3	393	de_be_50	54	0.0	4192.0
1596	4	274	dielectric_be_21	784	0.0	2574.0
112	3	536	de_be_66	77	0.0	6930.0
608	3	316	delay_32	383	0.0	14400.0
2100	4	67	litho_fe_98	1040	0.0	198.0
892	3	252	de_fe_62	167	0.0	10126.0
1803	4	193	de_fe_86	232	0.0	10223.0
1532	4	287	we_be_9	1361	0.0	63.0
489	3	379	dielectric_be_20	780	0.0	2018.0
487	3	373	dielectric_fe_130	826	0.0	2961.0
422	3	387	lithotrack_fe_115	1108	0.0	109.0
1686	4	233	we_be_82	1356	0.0	70.0
452	3	393	de_be_50	55	0.0	4192.0
846	3	241	delay_32	384	0.0	14400.0
1950	4	141	litho_fe_111	986	0.0	120.0
648	3	318	dielectric_fe_130	827	0.0	3195.0
280	3	451	dielectric_be_20	781	0.0	3407.0
344	3	421	dielectric_be_20	782	0.0	3051.0
1182	3	112	litho_fe_92	1011	0.0	183.0
1732	4	213	lithotrack_fe_95	1158	0.0	194.0
1646	4	256	de_be_50	56	0.0	10386.0
1367	3	26	de_fe_86	233	0.0	5060.0
478	3	373	dielectric_fe_130	825	2961.0	5922.0
627	3	339	dielectric_fe_31	836	0.0	3331.0
256	3	458	litho_reg_be_63	1043	0.0	1446.0
23	3	566	lithotrack_fe_95	1159	0.0	158.0
317	3	291	lithotrack_fe_95	1160	0.0	102.0
616	3	333	we_fe_41	1403	0.0	44.0
498	3	371	we_fe_47	1408	0.0	64.0
1591	4	288	de_be_13	23	0.0	5292.0
2026	4	100	dielectric_fe_30	832	0.0	2005.0
1611	4	265	litho_be_110	950	0.0	117.0
392	3	430	de_be_50	57	0.0	5060.0
2067	4	87	we_fe_108	1371	0.0	52.0
1241	3	92	delay_32	385	0.0	14400.0
479	3	370	implant_119	915	0.0	64.0
1926	4	156	de_fe_86	234	0.0	7410.0
1270	3	78	litho_fe_111	987	0.0	166.0
1909	4	156	de_fe_86	235	0.0	7410.0
1694	4	215	de_be_12	11	0.0	10202.0
1143	3	137	de_fe_71	191	0.0	8465.0
1691	4	234	lithotrack_fe_95	1161	0.0	149.0
2007	4	107	lithotrack_fe_115	1109	0.0	160.0
1684	4	222	tf_be_40	1281	0.0	4277.0
171	3	504	tf_be_23	1242	0.0	3633.0
1489	4	336	de_be_48	44	0.0	7043.0
1668	4	248	dielectric_be_60	811	0.0	3248.0
805	3	261	dielectric_fe_31	833	2183.0	4366.0
1710	4	226	dielectric_be_20	779	2018.0	5069.0
1251	3	84	litho_fe_111	988	0.0	101.0
2154	4	44	de_fe_54	138	0.0	5869.0
2110	4	67	litho_fe_98	1041	0.0	198.0
897	3	248	we_fe_84	1425	0.0	62.0
1359	3	32	litho_fe_92	1012	0.0	133.0
1214	3	101	planar_fe_77	1226	0.0	2586.0
1619	4	256	de_be_50	58	0.0	10386.0
1990	4	108	litho_fe_92	1013	0.0	183.0
1542	4	298	we_be_82	1357	0.0	43.0
1725	4	195	we_fe_83	1416	0.0	53.0
1401	3	11	lithotrack_fe_115	1110	0.0	160.0
642	3	326	litho_reg_fe_64	1051	0.0	1438.0
230	3	496	litho_be_110	951	0.0	165.0
2001	4	97	planar_fe_77	1227	0.0	2586.0
1860	4	175	delay_32	386	0.0	14400.0
2	3	537	we_be_9	1362	0.0	59.0
2165	4	41	we_fe_47	1409	0.0	68.0
