lot	product	step	tool	machine	start_time	end_time
999	3	200	implant_128	917	0.0	66.0
1629	4	256	de_be_50	50	0.0	10386.0
665	3	321	tf_fe_104	1308	0.0	4177.0
1836	4	177	dielectric_fe_130	824	0.0	3195.0
908	3	245	tf_met_fe_61	1329	0.0	469.0
1495	4	312	dielectric_be_21	783	0.0	2152.0
1869	4	172	delay_32	378	0.0	7200.0
1718	4	232	lithotrack_be_117	1096	0.0	171.0
270	3	436	we_be_82	1351	0.0	70.0
730	3	274	de_fe_62	163	0.0	3787.0
1557	4	288	de_be_13	19	0.0	5292.0
405	3	406	de_be_11	0	0.0	4478.0
1369	3	25	de_fe_51	114	0.0	4349.0
922	3	247	implant_119	915	0.0	69.0
66	3	543	we_be_9	1361	0.0	62.0
141	3	495	lithotrack_fe_95	1152	0.0	118.0
1895	4	153	we_fe_108	1368	0.0	65.0
1725	4	195	we_fe_83	1416	0.0	53.0
887	3	250	dielectric_fe_29	828	0.0	2792.0
1124	3	140	de_fe_59	148	0.0	9383.0
1326	3	49	we_fe_8	1414	0.0	65.0
1300	3	62	we_fe_108	1369	0.0	64.0
1405	3	10	lithotrack_fe_115	1101	0.0	130.0
347	3	426	lithotrack_fe_95	1153	0.0	114.0
877	3	242	we_fe_47	1408	0.0	69.0
1164	3	117	de_fe_71	190	0.0	5998.0
12	3	575	dielectric_be_28	806	0.0	2090.0
1076	3	163	implant_128	918	0.0	53.0
1284	3	71	litho_fe_98	1038	0.0	198.0
1967	4	130	litho_fe_92	1005	0.0	119.0
786	3	279	defmet_fe_10	365	0.0	876.0
1996	4	114	de_fe_86	227	0.0	9009.0
223	3	480	de_be_13	20	0.0	6463.0
107	3	551	dielectric_be_28	807	0.0	2751.0
727	3	267	we_fe_108	1370	0.0	51.0
779	3	261	dielectric_fe_31	833	0.0	2183.0
1923	4	144	implant_132	927	0.0	86.0
968	3	225	implant_91	941	0.0	75.0
1501	4	314	we_be_82	1352	0.0	39.0
1778	4	210	litho_fe_92	1006	0.0	199.0
370	3	430	de_be_50	51	0.0	5060.0
683	3	305	litho_fe_111	981	0.0	186.0
15	3	553	tf_be_26	1265	0.0	3633.0
1943	4	148	litho_fe_111	982	0.0	149.0
1576	4	277	litho_be_110	947	0.0	172.0
411	3	395	we_be_81	1348	0.0	69.0
290	3	437	lithotrack_fe_95	1154	0.0	149.0
518	3	352	litho_reg_fe_64	1051	0.0	1167.0
584	3	344	litho_fe_92	1007	0.0	155.0
815	3	266	de_fe_62	164	0.0	8700.0
960	3	213	delay_32	379	0.0	10800.0
866	3	256	dielectric_fe_31	834	0.0	2235.0
1742	4	212	implant_128	919	0.0	49.0
602	3	331	de_fe_86	228	0.0	8529.0
2211	4	13	lithotrack_fe_115	1102	0.0	130.0
1755	4	129	lithotrack_fe_115	1103	0.0	98.0
1390	3	17	de_fe_1	107	0.0	8114.0
