lot	product	step	tool	machine	start_time	end_time
985	3	197	litho_reg_fe_64	1051	0.0	1226.0
316	3	429	litho_reg_be_63	1043	0.0	1593.0
1089	3	148	litho_fe_111	981	0.0	190.0
912	3	213	delay_32	378	0.0	10800.0
2135	4	54	we_fe_108	1368	0.0	56.0
1137	3	146	de_fe_86	227	0.0	8076.0
569	3	361	litho_fe_92	1005	0.0	194.0
1890	4	93	delay_32	379	0.0	10800.0
1835	4	67	litho_fe_98	1038	0.0	198.0
1115	3	144	defmet_fe_10	365	0.0	1754.0
2197	4	15	litho_fe_92	1006	0.0	158.0
1174	3	112	litho_fe_92	1007	0.0	183.0
288	3	438	litho_be_99	978	0.0	141.0
680	3	304	lithotrack_fe_115	1101	0.0	180.0
414	3	385	lithotrack_fe_115	1102	0.0	103.0
2206	4	19	implant_128	917	0.0	68.0
1086	3	84	litho_fe_111	982	0.0	101.0
1601	4	277	litho_be_110	947	0.0	172.0
1131	3	150	litho_reg_fe_64	1052	0.0	1516.0
518	3	352	litho_reg_fe_64	1053	0.0	1167.0
1912	4	164	litho_fe_111	983	0.0	186.0
1271	3	74	implant_132	927	0.0	63.0
968	3	225	implant_91	941	0.0	75.0
1994	4	108	litho_fe_92	1008	0.0	183.0
1012	3	149	lithomet_fe_19	1078	0.0	1317.0
1199	3	103	delay_32	380	0.0	7200.0
828	3	265	delay_32	381	0.0	10800.0
1809	4	189	litho_fe_92	1009	0.0	198.0
1161	3	119	defmet_fe_43	372	0.0	1670.0
1167	3	101	planar_fe_77	1226	0.0	2586.0
31	3	580	de_be_69	105	0.0	3987.0
352	3	434	lithotrack_fe_95	1152	0.0	87.0
2096	4	72	we_fe_108	1369	0.0	47.0
577	3	344	litho_fe_92	1010	0.0	155.0
181	3	481	we_be_16	1336	0.0	46.0
617	3	326	litho_reg_fe_64	1054	0.0	1438.0
1743	4	208	lithotrack_fe_95	1153	0.0	108.0
1388	3	19	we_fe_108	1370	0.0	60.0
287	3	433	we_be_82	1351	0.0	36.0
720	3	292	de_fe_70	177	0.0	4035.0
1749	4	214	delay_32	382	0.0	7200.0
1272	3	74	implant_132	928	0.0	63.0
1273	3	71	litho_fe_98	1039	0.0	198.0
23	3	566	lithotrack_fe_95	1154	0.0	158.0
2103	4	71	de_fe_86	228	0.0	8349.0
302	3	448	tf_be_40	1280	0.0	3769.0
882	3	252	de_fe_62	163	0.0	10126.0
56	3	544	de_be_13	19	0.0	4719.0
1543	4	296	dielectric_be_21	783	0.0	2217.0
516	3	360	lithotrack_fe_115	1103	0.0	171.0
1916	4	162	we_fe_84	1423	0.0	41.0
1775	4	199	litho_fe_92	1011	0.0	140.0
636	3	318	dielectric_fe_130	824	0.0	3195.0
378	3	408	lithotrack_fe_95	1155	0.0	194.0
975	3	204	defmet_fe_10	366	0.0	312.0
77	3	444	de_be_11	0	0.0	6892.0
1023	3	185	de_fe_62	164	0.0	10179.0
1883	4	156	de_fe_86	229	0.0	7410.0
955	3	206	delay_32	383	0.0	10800.0
127	3	538	lithotrack_fe_95	1156	0.0	178.0
2100	4	67	litho_fe_98	1040	0.0	198.0
1988	4	108	litho_fe_92	1012	0.0	183.0
958	3	216	epi_36	912	0.0	52.0
1146	3	140	de_fe_59	148	0.0	9383.0
1354	3	32	litho_fe_92	1013	0.0	133.0
1267	3	71	litho_fe_98	1041	0.0	198.0
2181	4	28	de_fe_51	114	0.0	4349.0
166	3	483	tf_be_23	1241	0.0	3912.0
245	3	501	de_be_13	20	0.0	5292.0
524	3	373	dielectric_fe_130	825	0.0	2961.0
1720	4	214	delay_32	384	0.0	7200.0
7	3	563	tf_be_2	1237	0.0	3825.0
1260	3	84	litho_fe_111	984	0.0	101.0
128	3	523	de_be_13	21	0.0	7050.0
169	3	533	litho_be_110	948	0.0	195.0
1436	4	331	we_be_82	1352	0.0	57.0
210	3	479	we_be_9	1361	0.0	54.0
139	3	483	tf_be_23	1242	0.0	3912.0
1299	3	64	litho_fe_98	1042	0.0	87.0
1356	3	32	litho_fe_92	1014	0.0	133.0
1797	4	189	litho_fe_92	1015	0.0	198.0
505	3	373	dielectric_fe_130	826	0.0	2961.0
1716	4	222	tf_be_40	1281	0.0	4277.0
619	3	318	dielectric_fe_130	827	0.0	3195.0
59	3	542	de_be_65	59	0.0	8935.0
541	3	361	litho_fe_92	1016	0.0	194.0
519	3	369	tf_fe_113	1313	0.0	4744.0
468	3	379	dielectric_be_20	778	0.0	2018.0
1149	3	112	litho_fe_92	1017	0.0	183.0
2107	4	65	we_fe_108	1371	0.0	64.0
1121	3	143	lithomet_fe_19	1079	0.0	1509.0
973	3	200	implant_128	918	0.0	66.0
312	3	441	we_be_16	1337	0.0	67.0
201	3	438	litho_be_99	979	0.0	141.0
1996	4	114	de_fe_86	230	0.0	9009.0
118	3	512	litho_be_110	949	0.0	156.0
2108	4	67	litho_fe_98	1042	87.0	285.0
1179	3	101	planar_fe_77	1227	0.0	2586.0
1611	4	265	litho_be_110	950	0.0	117.0
695	3	305	litho_fe_111	985	0.0	186.0
2209	4	14	lithotrack_fe_115	1104	0.0	160.0
928	3	224	de_fe_86	231	0.0	9459.0
526	3	348	lithotrack_fe_115	1105	0.0	99.0
1148	3	125	litho_fe_92	1018	0.0	153.0
684	3	311	we_fe_41	1403	0.0	36.0
269	3	455	lithotrack_fe_95	1157	0.0	87.0
0	3	559	de_be_48	40	0.0	7043.0
374	3	425	we_be_82	1353	0.0	37.0
611	3	339	dielectric_fe_31	833	0.0	3331.0
1906	4	166	litho_reg_fe_64	1055	0.0	1538.0
1281	3	70	we_fe_84	1424	0.0	42.0
2012	4	100	dielectric_fe_30	831	0.0	2005.0
1341	3	43	de_fe_54	138	0.0	5869.0
1598	4	285	litho_reg_be_63	1044	0.0	1362.0
1458	4	331	we_be_82	1354	0.0	57.0
1966	4	141	litho_fe_111	986	0.0	120.0
1152	3	125	litho_fe_92	1019	0.0	153.0
1660	4	213	lithotrack_fe_95	1158	0.0	194.0
606	3	336	dielectric_fe_29	828	0.0	2802.0
940	3	232	de_fe_86	232	0.0	10184.0
1046	3	148	litho_fe_111	987	0.0	190.0
160	3	523	de_be_13	22	0.0	7050.0
540	3	360	lithotrack_fe_115	1106	0.0	171.0
27	3	580	de_be_69	106	0.0	3987.0
808	3	274	de_fe_62	165	0.0	3787.0
1868	4	164	litho_fe_111	988	0.0	186.0
208	3	487	dielectric_be_21	784	0.0	2574.0
1750	4	213	lithotrack_fe_95	1159	0.0	194.0
803	3	271	implant_128	919	0.0	51.0
730	3	274	de_fe_62	166	0.0	3787.0
1227	3	93	implant_88	937	0.0	51.0
1142	3	145	delay_32	385	0.0	7200.0
719	3	307	litho_reg_fe_64	1056	0.0	1538.0
1634	4	258	we_be_82	1355	0.0	70.0
1	3	574	lithomet_be_18	1065	0.0	1128.0
523	3	355	de_fe_86	233	0.0	5985.0
1085	3	89	de_fe_86	234	0.0	4934.0
747	3	282	tf_fe_3	1321	0.0	4822.0
967	3	201	de_fe_86	235	0.0	6472.0
198	3	495	lithotrack_fe_95	1160	0.0	118.0
1147	3	134	litho_fe_92	1020	0.0	119.0
1599	4	266	we_be_9	1362	0.0	54.0
2085	4	74	litho_fe_111	989	0.0	166.0
1880	4	164	litho_fe_111	990	0.0	186.0
130	3	512	litho_be_110	951	0.0	156.0
1929	4	156	de_fe_86	236	0.0	7410.0
1351	3	37	de_fe_59	149	0.0	6506.0
1393	3	17	de_fe_1	107	0.0	8114.0
1251	3	84	litho_fe_111	991	0.0	101.0
1665	4	168	we_fe_108	1372	0.0	59.0
797	3	274	de_fe_62	167	0.0	3787.0
2155	4	43	delay_32	386	0.0	10800.0
2194	4	23	we_fe_108	1373	0.0	58.0
