lot	product	step	tool	machine	start_time	end_time
118	3	512	litho_be_110	947	0.0	156.0
962	3	221	defmet_fe_10	365	0.0	544.0
485	3	377	dielectric_be_27	791	0.0	3561.0
40	3	555	lithotrack_fe_95	1152	0.0	164.0
1292	3	64	litho_fe_98	1038	0.0	87.0
1831	4	177	dielectric_fe_130	824	0.0	3195.0
1693	4	220	tf_be_24	1260	0.0	5216.0
920	3	225	implant_91	941	0.0	75.0
1299	3	64	litho_fe_98	1039	0.0	87.0
1963	4	130	litho_fe_92	1005	0.0	119.0
1509	4	316	litho_be_110	948	0.0	100.0
93	3	551	dielectric_be_28	806	0.0	2751.0
1790	4	180	tf_fe_104	1308	0.0	4177.0
610	3	336	dielectric_fe_29	828	0.0	2802.0
1013	3	192	implant_91	942	0.0	56.0
150	3	485	planar_be_75	1203	0.0	3848.0
638	3	129	we_fe_108	1368	0.0	63.0
169	3	533	litho_be_110	949	0.0	195.0
1604	4	267	de_be_13	19	0.0	6463.0
1984	4	121	litho_fe_92	1006	0.0	153.0
342	3	389	litho_fe_92	1007	0.0	128.0
1792	4	198	lithotrack_fe_115	1101	0.0	195.0
16	3	580	de_be_69	105	0.0	3987.0
1961	4	108	litho_fe_92	1008	0.0	183.0
1540	4	299	lithotrack_fe_95	1153	0.0	191.0
1156	3	124	lithotrack_fe_115	1102	0.0	173.0
147	3	501	de_be_13	20	0.0	5292.0
1555	4	228	tf_be_26	1265	0.0	4569.0
203	3	493	de_be_66	76	0.0	6962.0
1631	4	276	we_be_82	1351	0.0	52.0
1808	4	177	dielectric_fe_130	825	0.0	3195.0
996	3	205	we_fe_108	1369	0.0	43.0
148	3	487	dielectric_be_21	783	0.0	2574.0
1812	4	182	we_fe_84	1423	0.0	52.0
1227	3	93	implant_88	937	0.0	51.0
1706	4	226	dielectric_be_20	778	0.0	3051.0
101	3	530	dielectric_be_21	784	0.0	2152.0
1600	4	264	lithotrack_fe_95	1154	0.0	196.0
