3 hour simulated in  0:00:01.097228
Machine Cnt avail util br
DE_BE_11 9 100.0 65.96 0.0
DE_BE_12 7 100.0 94.51 0.0
DE_BE_13 13 100.0 63.41 0.0
DE_BE_48 11 100.0 76.1 0.0
DE_BE_50 10 100.0 77.3 0.0
DE_BE_65 11 100.0 64.19 0.0
DE_BE_66 17 100.0 72.67 0.0
DE_BE_67 11 100.0 67.22 0.0
DE_BE_69 3 100.0 37.31 0.0
DE_FE_1 5 100.0 76.01 0.0
DE_FE_51 20 100.0 48.28 0.0
DE_FE_53 5 100.0 18.35 0.0
DE_FE_54 3 100.0 55.02 0.0
DE_FE_56 2 100.0 80.02 0.0
DE_FE_58 2 100.0 98.9 0.0
DE_FE_59 8 100.0 61.44 0.0
DE_FE_62 17 100.0 86.22 0.0
DE_FE_70 11 100.0 70.22 0.0
DE_FE_71 18 100.0 73.58 0.0
DE_FE_72 11 100.0 31.34 0.0
DE_FE_86 118 100.0 77.5 0.0
DefMEt_FE_118 2 100.0 41.41 0.0
DefMet_BE_33 2 100.0 84.38 0.0
DefMet_BE_42 1 100.0 94.57 0.0
DefMet_FE_10 2 100.0 29.6 0.0
DefMet_FE_106 1 100.0 17.27 0.0
DefMet_FE_34 2 100.0 66.82 0.0
DefMet_FE_43 5 100.0 76.85 0.0
Delay_32 400 100.0 20.06 0.0
Dielectric_BE_20 5 100.0 83.97 0.0
Dielectric_BE_21 6 100.0 84.02 0.0
Dielectric_BE_27 12 100.0 86.79 0.0
Dielectric_BE_28 3 100.0 94.74 0.0
Dielectric_BE_60 6 100.0 85.64 0.0
Dielectric_FE_112 9 100.0 64.47 0.0
Dielectric_FE_130 4 100.0 57.69 0.0
Dielectric_FE_29 3 100.0 77.54 0.0
Dielectric_FE_30 2 100.0 93.53 0.0
Dielectric_FE_31 4 100.0 38.69 0.0
Diffusion_BE_123 9 100.0 0.0 0.0
Diffusion_FE_100 3 100.0 0.0 0.0
Diffusion_FE_101 10 100.0 0.0 0.0
Diffusion_FE_120 8 100.0 0.0 0.0
Diffusion_FE_122 6 100.0 0.0 0.0
Diffusion_FE_125 5 100.0 0.0 0.0
Diffusion_FE_126 4 100.0 0.0 0.0
Diffusion_FE_127 8 100.0 0.0 0.0
Diffusion_FE_44 7 100.0 0.0 0.0
Diffusion_FE_94 13 100.0 0.0 0.0
EPI_36 2 100.0 1.19 0.0
EPI_38 1 100.0 40.49 0.0
Implant_119 2 100.0 5.34 0.0
Implant_128 11 100.0 3.8 0.0
Implant_132 7 100.0 4.01 0.0
Implant_74 2 100.0 2.25 0.0
Implant_88 2 100.0 0.0 0.0
Implant_90 2 100.0 5.58 0.0
Implant_91 7 100.0 4.99 0.0
LithoMet_BE_18 11 100.0 93.17 0.0
LithoMet_FE_19 14 100.0 93.79 0.0
LithoTrack_BE_117 5 100.0 9.61 0.0
LithoTrack_FE_115 41 100.0 5.74 0.0
LithoTrack_FE_95 40 100.0 9.82 0.0
LithoTrack_FE_96 2 100.0 2.02 0.0
Litho_BE_110 23 100.0 8.72 0.0
Litho_BE_93 4 100.0 9.21 0.0
Litho_BE_99 3 100.0 16.45 0.0
Litho_FE_111 20 100.0 12.26 0.0
Litho_FE_35 2 100.0 7.83 0.0
Litho_FE_92 26 100.0 9.22 0.0
Litho_FE_98 4 100.0 4.25 0.0
Litho_REG_BE_63 8 100.0 90.71 0.0
Litho_REG_FE_64 12 100.0 93.92 0.0
Planar_BE_75 14 100.0 75.6 0.0
Planar_FE_76 2 100.0 92.8 0.0
Planar_FE_77 2 100.0 95.93 0.0
Planar_FE_78 2 100.0 28.33 0.0
Planar_FE_79 4 100.0 31.7 0.0
Planar_FE_80 2 100.0 43.33 0.0
TF_BE_2 4 100.0 62.19 0.0
TF_BE_23 14 100.0 63.89 0.0
TF_BE_24 4 100.0 96.6 0.0
TF_BE_26 13 100.0 78.22 0.0
TF_BE_40 17 100.0 81.94 0.0
TF_FE_103 7 100.0 90.38 0.0
TF_FE_104 5 100.0 68.85 0.0
TF_FE_113 3 100.0 14.28 0.0
TF_FE_131 6 100.0 94.72 0.0
TF_FE_3 3 100.0 59.67 0.0
TF_FE_5 3 100.0 47.3 0.0
TF_Met_FE_45 2 100.0 11.79 0.0
TF_Met_FE_61 2 100.0 96.73 0.0
WE_BE_14 5 100.0 4.52 0.0
WE_BE_16 8 100.0 3.78 0.0
WE_BE_17 2 100.0 4.16 0.0
WE_BE_7 1 100.0 2.27 0.0
WE_BE_81 3 100.0 5.44 0.0
WE_BE_82 9 100.0 5.33 0.0
WE_BE_9 5 100.0 5.42 0.0
WE_FE_108 29 100.0 3.87 0.0
WE_FE_41 5 100.0 3.6 0.0
WE_FE_47 5 100.0 3.76 0.0
WE_FE_8 2 100.0 1.95 0.0
WE_FE_83 6 100.0 4.14 0.0
WE_FE_84 17 100.0 4.28 0.0
WE_FE_85 2 100.0 3.38 0.0


