2 hour simulated in  0:00:01.028217
Machine Cnt avail util br
DE_BE_11 9 100.0 77.34 0.0
DE_BE_12 7 100.0 0.0 0.0
DE_BE_13 13 100.0 84.24 0.0
DE_BE_48 11 100.0 53.42 0.0
DE_BE_50 10 100.0 45.97 0.0
DE_BE_65 11 100.0 65.84 0.0
DE_BE_66 17 100.0 67.33 0.0
DE_BE_67 11 100.0 41.48 0.0
DE_BE_69 3 100.0 18.4 0.0
DE_FE_1 5 100.0 0.0 0.0
DE_FE_51 20 100.0 3.03 0.0
DE_FE_53 5 100.0 0.0 0.0
DE_FE_54 3 100.0 81.6 0.0
DE_FE_56 2 100.0 59.21 0.0
DE_FE_58 2 100.0 74.33 0.0
DE_FE_59 8 100.0 59.86 0.0
DE_FE_62 17 100.0 9.2 0.0
DE_FE_70 11 100.0 21.48 0.0
DE_FE_71 18 100.0 36.44 0.0
DE_FE_72 11 100.0 9.46 0.0
DE_FE_86 118 100.0 21.9 0.0
DefMEt_FE_118 2 100.0 61.8 0.0
DefMet_BE_33 2 100.0 76.5 0.0
DefMet_BE_42 1 100.0 87.47 0.0
DefMet_FE_10 2 100.0 23.53 0.0
DefMet_FE_106 1 100.0 25.97 0.0
DefMet_FE_34 2 100.0 51.26 0.0
DefMet_FE_43 5 100.0 67.92 0.0
Delay_32 400 100.0 10.83 0.0
Dielectric_BE_20 5 100.0 71.15 0.0
Dielectric_BE_21 6 100.0 88.88 0.0
Dielectric_BE_27 12 100.0 84.59 0.0
Dielectric_BE_28 3 100.0 69.39 0.0
Dielectric_BE_60 6 100.0 74.88 0.0
Dielectric_FE_112 9 100.0 66.5 0.0
Dielectric_FE_130 4 100.0 87.64 0.0
Dielectric_FE_29 3 100.0 77.85 0.0
Dielectric_FE_30 2 100.0 84.52 0.0
Dielectric_FE_31 4 100.0 42.29 0.0
Diffusion_BE_123 9 100.0 0.0 0.0
Diffusion_FE_100 3 100.0 0.0 0.0
Diffusion_FE_101 10 100.0 0.0 0.0
Diffusion_FE_120 8 100.0 0.0 0.0
Diffusion_FE_122 6 100.0 0.0 0.0
Diffusion_FE_125 5 100.0 0.0 0.0
Diffusion_FE_126 4 100.0 0.0 0.0
Diffusion_FE_127 8 100.0 0.0 0.0
Diffusion_FE_44 7 100.0 0.0 0.0
Diffusion_FE_94 13 100.0 0.0 0.0
EPI_36 2 100.0 1.42 0.0
EPI_38 1 100.0 61.06 0.0
Implant_119 2 100.0 6.64 0.0
Implant_128 11 100.0 4.14 0.0
Implant_132 7 100.0 3.65 0.0
Implant_74 2 100.0 3.39 0.0
Implant_88 2 100.0 0.0 0.0
Implant_90 2 100.0 5.66 0.0
Implant_91 7 100.0 5.53 0.0
LithoMet_BE_18 11 100.0 91.65 0.0
LithoMet_FE_19 14 100.0 92.19 0.0
LithoTrack_BE_117 5 100.0 12.38 0.0
LithoTrack_FE_115 41 100.0 7.23 0.0
LithoTrack_FE_95 40 100.0 13.15 0.0
LithoTrack_FE_96 2 100.0 3.03 0.0
Litho_BE_110 23 100.0 10.94 0.0
Litho_BE_93 4 100.0 13.11 0.0
Litho_BE_99 3 100.0 22.81 0.0
Litho_FE_111 20 100.0 16.51 0.0
Litho_FE_35 2 100.0 6.68 0.0
Litho_FE_92 26 100.0 12.75 0.0
Litho_FE_98 4 100.0 2.27 0.0
Litho_REG_BE_63 8 100.0 90.03 0.0
Litho_REG_FE_64 12 100.0 86.74 0.0
Planar_BE_75 14 100.0 67.45 0.0
Planar_FE_76 2 100.0 93.04 0.0
Planar_FE_77 2 100.0 71.79 0.0
Planar_FE_78 2 100.0 42.45 0.0
Planar_FE_79 4 100.0 31.92 0.0
Planar_FE_80 2 100.0 48.65 0.0
TF_BE_2 4 100.0 53.32 0.0
TF_BE_23 14 100.0 61.16 0.0
TF_BE_24 4 100.0 71.44 0.0
TF_BE_26 13 100.0 57.77 0.0
TF_BE_40 17 100.0 59.12 0.0
TF_FE_103 7 100.0 72.44 0.0
TF_FE_104 5 100.0 56.28 0.0
TF_FE_113 3 100.0 22.5 0.0
TF_FE_131 6 100.0 71.82 0.0
TF_FE_3 3 100.0 67.13 0.0
TF_FE_5 3 100.0 53.92 0.0
TF_Met_FE_45 2 100.0 17.59 0.0
TF_Met_FE_61 2 100.0 95.83 0.0
WE_BE_14 5 100.0 4.39 0.0
WE_BE_16 8 100.0 3.77 0.0
WE_BE_17 2 100.0 3.28 0.0
WE_BE_7 1 100.0 3.39 0.0
WE_BE_81 3 100.0 5.28 0.0
WE_BE_82 9 100.0 5.51 0.0
WE_BE_9 5 100.0 7.2 0.0
WE_FE_108 29 100.0 3.29 0.0
WE_FE_41 5 100.0 2.68 0.0
WE_FE_47 5 100.0 3.65 0.0
WE_FE_8 2 100.0 2.6 0.0
WE_FE_83 6 100.0 5.5 0.0
WE_FE_84 17 100.0 3.59 0.0
WE_FE_85 2 100.0 4.79 0.0


